epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
132,68574.1,0.1677,0.10135,0.75211,0.91489,0.7963,0.8548,0.46205,1.20234,0.88777,2.02713,3.5155e-05,3.5155e-05,3.5155e-05
133,69035.3,0.16214,0.0999,0.7552,0.91489,0.7963,0.85386,0.45933,1.21043,0.8925,2.04109,3.466e-05,3.466e-05,3.466e-05
134,69563.1,0.1557,0.09766,0.74573,0.91304,0.77778,0.84425,0.45497,1.22043,0.91266,2.04628,3.4165e-05,3.4165e-05,3.4165e-05
135,69992.2,0.16044,0.09857,0.75815,0.8913,0.75926,0.82805,0.44672,1.21975,0.9224,2.04371,3.367e-05,3.367e-05,3.367e-05
136,70513.8,0.15161,0.09483,0.73733,0.90909,0.74074,0.82369,0.44337,1.21772,0.92524,2.05018,3.3175e-05,3.3175e-05,3.3175e-05
137,70991.7,0.15204,0.0969,0.73849,0.88636,0.72222,0.80994,0.43143,1.22563,0.94392,2.04275,3.268e-05,3.268e-05,3.268e-05
138,71494.6,0.15321,0.09942,0.75063,0.88636,0.72222,0.80546,0.43045,1.23641,0.98238,2.04206,3.2185e-05,3.2185e-05,3.2185e-05
139,72028.4,0.15506,0.0948,0.74357,0.90909,0.74074,0.82163,0.4386,1.24104,0.96766,2.0489,3.169e-05,3.169e-05,3.169e-05
140,72549.1,0.1534,0.09709,0.73727,0.88889,0.74074,0.81791,0.43738,1.24281,0.98104,2.04825,3.1195e-05,3.1195e-05,3.1195e-05
141,73054.6,0.14707,0.09517,0.74818,0.88636,0.72222,0.81173,0.43201,1.24078,0.98617,2.059,3.07e-05,3.07e-05,3.07e-05
142,73552.9,0.14898,0.09674,0.75615,0.88372,0.7037,0.79975,0.42739,1.23979,1.07191,2.05286,3.0205e-05,3.0205e-05,3.0205e-05
143,73978.6,0.14709,0.0954,0.74011,0.86047,0.68519,0.7845,0.42143,1.23183,1.06395,2.06231,2.971e-05,2.971e-05,2.971e-05
144,74437.3,0.15055,0.09609,0.75443,0.86364,0.7037,0.79415,0.43569,1.23023,1.00856,2.07383,2.9215e-05,2.9215e-05,2.9215e-05
145,74911.8,0.14332,0.09335,0.73534,0.85714,0.66667,0.76236,0.43298,1.22476,0.98398,2.06321,2.872e-05,2.872e-05,2.872e-05
146,75445.3,0.13938,0.08997,0.71518,0.85714,0.66667,0.76534,0.44368,1.22162,0.97642,2.06027,2.8225e-05,2.8225e-05,2.8225e-05
147,76004.5,0.14923,0.09571,0.73752,0.85366,0.64815,0.75526,0.43313,1.21463,0.95224,2.05547,2.773e-05,2.773e-05,2.773e-05
148,76604.7,0.14366,0.09378,0.75148,0.85714,0.66667,0.76306,0.43273,1.21843,0.98341,2.06246,2.7235e-05,2.7235e-05,2.7235e-05
149,77139.3,0.14503,0.0953,0.74122,0.88095,0.68519,0.79308,0.44004,1.22002,0.99375,2.05813,2.674e-05,2.674e-05,2.674e-05
150,77605.3,0.14786,0.09428,0.73746,0.88095,0.68519,0.79276,0.44375,1.21258,0.96166,2.05498,2.6245e-05,2.6245e-05,2.6245e-05
151,78091.6,0.13844,0.09152,0.73563,0.87805,0.66667,0.78581,0.44178,1.21093,0.91892,2.06396,2.575e-05,2.575e-05,2.575e-05
152,78581.9,0.14157,0.09239,0.73317,0.87805,0.66667,0.78478,0.43802,1.20608,0.94041,2.05963,2.5255e-05,2.5255e-05,2.5255e-05
153,79131.2,0.13717,0.08937,0.74177,0.86047,0.68519,0.77295,0.44255,1.20284,0.94408,2.05142,2.476e-05,2.476e-05,2.476e-05
154,79645.1,0.13949,0.09201,0.74396,0.86364,0.7037,0.77932,0.44306,1.20443,0.96091,2.05869,2.4265e-05,2.4265e-05,2.4265e-05
155,80138,0.14194,0.09373,0.74209,0.86667,0.72222,0.78655,0.43908,1.20834,0.97272,2.05942,2.377e-05,2.377e-05,2.377e-05
156,80646,0.13192,0.08844,0.71737,0.86364,0.7037,0.77676,0.43601,1.20653,0.97818,2.05158,2.3275e-05,2.3275e-05,2.3275e-05
157,81162.3,0.14098,0.09319,0.75188,0.88372,0.7037,0.78552,0.43583,1.21346,0.99441,2.05853,2.278e-05,2.278e-05,2.278e-05
158,81726.2,0.13672,0.09022,0.7563,0.88372,0.7037,0.78366,0.43616,1.21902,0.9913,2.06564,2.2285e-05,2.2285e-05,2.2285e-05
159,82169.6,0.13327,0.08676,0.71438,0.88372,0.7037,0.78288,0.43438,1.2161,0.99525,2.05996,2.179e-05,2.179e-05,2.179e-05
160,82667.1,0.13194,0.08603,0.7313,0.90698,0.72222,0.81135,0.43681,1.21633,1.00272,2.06427,2.1295e-05,2.1295e-05,2.1295e-05
161,83103.6,0.13415,0.0892,0.73486,0.90698,0.72222,0.81135,0.44085,1.22044,1.02998,2.07034,2.08e-05,2.08e-05,2.08e-05
162,83574.5,0.13369,0.08762,0.7546,0.90698,0.72222,0.80947,0.4379,1.2166,1.03384,2.06591,2.0305e-05,2.0305e-05,2.0305e-05
163,83960.3,0.13388,0.08969,0.74324,0.90698,0.72222,0.80818,0.43987,1.21632,1.03218,2.0685,1.981e-05,1.981e-05,1.981e-05
164,84420.4,0.12844,0.08527,0.73631,0.90698,0.72222,0.80792,0.43867,1.21667,1.04578,2.06941,1.9315e-05,1.9315e-05,1.9315e-05
165,84906.1,0.12705,0.08664,0.73464,0.90476,0.7037,0.79877,0.43223,1.21761,1.06253,2.07022,1.882e-05,1.882e-05,1.882e-05
166,85406.3,0.12789,0.08592,0.71989,0.90476,0.7037,0.79945,0.43215,1.21626,1.05161,2.06993,1.8325e-05,1.8325e-05,1.8325e-05
167,85880.8,0.12987,0.08688,0.74809,0.90476,0.7037,0.79877,0.43298,1.2177,1.05653,2.06553,1.783e-05,1.783e-05,1.783e-05
168,86421.4,0.12868,0.08913,0.7405,0.90476,0.7037,0.79985,0.43299,1.22025,1.07145,2.06569,1.7335e-05,1.7335e-05,1.7335e-05
