epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
146,76617.7,0.40299,0.2167,0.90747,0.92674,0.91666,0.95224,0.60913,1.40225,0.60533,2.14054,7.129e-05,7.129e-05,7.129e-05
147,77142.6,0.39618,0.21318,0.90635,0.93214,0.90807,0.95127,0.6082,1.40454,0.60592,2.14014,7.1092e-05,7.1092e-05,7.1092e-05
148,77666.1,0.39706,0.21404,0.90687,0.93561,0.90594,0.95148,0.60926,1.40627,0.60433,2.13966,7.0894e-05,7.0894e-05,7.0894e-05
149,78190.8,0.39772,0.21497,0.90806,0.93489,0.90432,0.95618,0.60959,1.4062,0.60219,2.14034,7.0696e-05,7.0696e-05,7.0696e-05
150,78714.4,0.39661,0.21306,0.90738,0.93482,0.90629,0.95885,0.61074,1.40337,0.60311,2.13546,7.0498e-05,7.0498e-05,7.0498e-05
151,79239.1,0.3946,0.21333,0.90419,0.93646,0.90598,0.96087,0.61061,1.40264,0.59653,2.13659,7.03e-05,7.03e-05,7.03e-05
152,79762.7,0.39023,0.21275,0.90306,0.93165,0.9085,0.95988,0.60955,1.40275,0.59492,2.14053,7.0102e-05,7.0102e-05,7.0102e-05
153,80287.4,0.39387,0.21417,0.90576,0.9278,0.91059,0.9601,0.60878,1.39937,0.59562,2.13638,6.9904e-05,6.9904e-05,6.9904e-05
154,80811.4,0.38626,0.20881,0.90321,0.91199,0.92292,0.96192,0.61245,1.40113,0.5969,2.13998,6.9706e-05,6.9706e-05,6.9706e-05
155,81336,0.39505,0.21215,0.90971,0.93524,0.90342,0.96172,0.61191,1.39987,0.59819,2.14006,6.9508e-05,6.9508e-05,6.9508e-05
156,81860,0.39229,0.21365,0.90623,0.93578,0.90089,0.96207,0.61425,1.39824,0.60317,2.1408,6.931e-05,6.931e-05,6.931e-05
157,82384.9,0.38419,0.2104,0.90202,0.93597,0.89988,0.96301,0.61234,1.39678,0.60209,2.14473,6.9112e-05,6.9112e-05,6.9112e-05
158,82909,0.37822,0.20764,0.89884,0.93676,0.90226,0.96339,0.61248,1.39577,0.60157,2.14874,6.8914e-05,6.8914e-05,6.8914e-05
159,83433.8,0.38046,0.21161,0.90003,0.92764,0.90756,0.96369,0.61436,1.39477,0.60783,2.15207,6.8716e-05,6.8716e-05,6.8716e-05
160,83970.9,0.37833,0.20828,0.89993,0.93127,0.90865,0.96383,0.61482,1.39282,0.60477,2.15241,6.8518e-05,6.8518e-05,6.8518e-05
161,84521.9,0.37894,0.20434,0.89756,0.92566,0.90242,0.96356,0.61432,1.38944,0.6018,2.15052,6.832e-05,6.832e-05,6.832e-05
162,85045.8,0.37632,0.20564,0.89536,0.92715,0.90185,0.96327,0.61303,1.38603,0.59653,2.14816,6.8122e-05,6.8122e-05,6.8122e-05
163,85573.2,0.37714,0.20721,0.90078,0.92186,0.90867,0.96323,0.61433,1.38675,0.59328,2.15025,6.7924e-05,6.7924e-05,6.7924e-05
164,86097.5,0.3747,0.2042,0.89379,0.91841,0.91533,0.964,0.61502,1.38797,0.59478,2.15441,6.7726e-05,6.7726e-05,6.7726e-05
165,86624.8,0.3771,0.20265,0.89586,0.91679,0.91429,0.96399,0.61439,1.38938,0.59088,2.15701,6.7528e-05,6.7528e-05,6.7528e-05
166,87149.4,0.37479,0.20452,0.89354,0.93632,0.9,0.96363,0.61532,1.38838,0.59106,2.15878,6.733e-05,6.733e-05,6.733e-05
167,87677.8,0.37052,0.20049,0.89297,0.91505,0.91803,0.96231,0.61501,1.38827,0.59252,2.16045,6.7132e-05,6.7132e-05,6.7132e-05
168,88202.7,0.37107,0.20354,0.89453,0.91438,0.92045,0.96372,0.61458,1.38775,0.59364,2.16089,6.6934e-05,6.6934e-05,6.6934e-05
